state;action_reward;n_state
717&4|237&5|107&5|933&3|323&3|278&4|50&4|25&5|15&4|1197&5|1028&3|595&3;148&5|116&3|471&5|740&5;717&4|237&5|107&5|933&3|323&3|278&4|50&4|25&5|15&4|1197&5|1028&3|595&3|148&5|116&3|471&5|740&5
969&3|513&4|649&4|655&5|1120&1|195&5|1047&2|511&5|168&5|3&4|741&4|505&4;951&3|51&5|1107&4|226&4;969&3|513&4|649&4|655&5|1120&1|195&5|1047&2|511&5|168&5|3&4|741&4|505&4|951&3|51&5|1107&4|226&4
887&4|1&4|285&5|238&5|14&5|1251&4|455&4|275&4|100&5|242&5|150&4|181&4;557&4|19&4|221&4|473&4;887&4|1&4|285&5|238&5|14&5|1251&4|455&4|275&4|100&5|242&5|150&4|181&4|557&4|19&4|221&4|473&4
1016&3|405&5|50&4|326&4|147&5|742&4|1117&3|235&3|685&4|928&3|508&4|98&5;406&2|1008&1|111&3|979&4;1016&3|405&5|50&4|326&4|147&5|742&4|1117&3|235&3|685&4|928&3|508&4|98&5|406&2|1008&1|111&3|979&4
125&4|815&3|143&3|780&1|477&3|535&3|866&4|111&4|154&3|67&4|374&4|471&4;294&5|63&4|742&5|158&2;125&4|815&3|143&3|780&1|477&3|535&3|866&4|111&4|154&3|67&4|374&4|471&4|294&5|63&4|742&5|158&2
1139&3|619&3|196&2|722&1|77&3|81&1|944&2|181&4|523&4|191&5|234&3|1012&4;1140&1|984&4|300&4|168&3;1139&3|619&3|196&2|722&1|77&3|81&1|944&2|181&4|523&4|191&5|234&3|1012&4|1140&1|984&4|300&4|168&3
808&2|29&2|684&5|578&5|82&5|586&2|568&4|258&1|385&2|226&1|300&4|56&5;779&1|827&2|825&3|391&4;808&2|29&2|684&5|578&5|82&5|586&2|568&4|258&1|385&2|226&1|300&4|56&5|779&1|827&2|825&3|391&4
194&3|431&2|92&3|216&4|692&3|568&5|17&2|79&4|82&3|182&5|173&1|172&5;7&3|653&3|234&4|100&4;194&3|431&2|92&3|216&4|692&3|568&5|17&2|79&4|82&3|182&5|173&1|172&5|7&3|653&3|234&4|100&4
70&4|294&4|845&4|168&5|186&5|407&3|412&5|1079&4|709&5|625&3|216&4|151&4;659&5|211&4|433&4|393&4;70&4|294&4|845&4|168&5|186&5|407&3|412&5|1079&4|709&5|625&3|216&4|151&4|659&5|211&4|433&4|393&4
333&5|332&4|286&5|127&5|245&3|690&5|1024&5|1062&5|313&5|307&3|262&5|328&4;7&4|181&4|151&4|50&4;333&5|332&4|286&5|127&5|245&3|690&5|1024&5|1062&5|313&5|307&3|262&5|328&4|7&4|181&4|151&4|50&4
462&5|154&3|514&4|153&4|285&3|286&4|168&5|6&3|64&4|135&4|302&3|174&2;65&5|177&2|197&5|50&3;462&5|154&3|514&4|153&4|285&3|286&4|168&5|6&3|64&4|135&4|302&3|174&2|65&5|177&2|197&5|50&3
748&4|66&4|95&5|470&4|71&4|204&4|357&4|208&3|216&5|751&4|228&3|238&2;435&3|724&5|710&3|684&3;748&4|66&4|95&5|470&4|71&4|204&4|357&4|208&3|216&5|751&4|228&3|238&2|435&3|724&5|710&3|684&3
655&3|887&4|202&4|258&4|325&4|288&3|8&5|201&3|313&2|153&4|211&4|319&4;692&3|210&3|435&5|4&4;655&3|887&4|202&4|258&4|325&4|288&3|8&5|201&3|313&2|153&4|211&4|319&4|692&3|210&3|435&5|4&4
71&3|161&4|248&4|42&5|61&4|96&5|117&3|177&5|233&2|183&5|268&5|187&4;266&1|178&5|102&2|3&4;71&3|161&4|248&4|42&5|61&4|96&5|117&3|177&5|233&2|183&5|268&5|187&4|266&1|178&5|102&2|3&4
739&4|245&2|655&3|208&3|100&3|88&4|946&3|186&4|356&3|95&4|94&2|420&4;79&4|7&3|188&3|161&4;739&4|245&2|655&3|208&3|100&3|88&4|946&3|186&4|356&3|95&4|94&2|420&4|79&4|7&3|188&3|161&4
475&3|498&5|242&4|7&5|921&5|15&4|523&4|628&5|124&5|716&5|222&4|319&1;172&5|427&5|22&3|517&4;475&3|498&5|242&4|7&5|921&5|15&4|523&4|628&5|124&5|716&5|222&4|319&1|172&5|427&5|22&3|517&4
990&3|300&2|294&3|326&2|321&4|872&3|292&3|288&3|327&2|328&2|245&2|331&3;988&2|748&2|323&2|322&2;990&3|300&2|294&3|326&2|321&4|872&3|292&3|288&3|327&2|328&2|245&2|331&3|988&2|748&2|323&2|322&2
748&5|300&5|288&1|310&5|328&3|315&3|243&3|258&2|286&5|313&5|311&4|333&2;877&3|332&5|323&4|873&5;748&5|300&5|288&1|310&5|328&3|315&3|243&3|258&2|286&5|313&5|311&4|333&2|877&3|332&5|323&4|873&5
530&5|178&4|131&3|285&5|48&5|203&4|357&5|214&2|485&2|176&4|207&5|663&3;69&3|200&3|475&4|163&3;530&5|178&4|131&3|285&5|48&5|203&4|357&5|214&2|485&2|176&4|207&5|663&3|69&3|200&3|475&4|163&3
187&4|234&5|91&4|525&2|95&4|511&5|588&4|708&5|50&5|5&4|675&3|479&4;200&4|860&3|816&2|706&3;187&4|234&5|91&4|525&2|95&4|511&5|588&4|708&5|50&5|5&4|675&3|479&4|200&4|860&3|816&2|706&3
232&4|173&5|369&4|11&4|204&5|576&3|716&1|90&4|185&4|278&3|825&4|892&3;1090&3|946&5|17&5|501&3;232&4|173&5|369&4|11&4|204&5|576&3|716&1|90&4|185&4|278&3|825&4|892&3|1090&3|946&5|17&5|501&3
1218&4|318&5|173&4|161&5|145&3|515&4|56&5|127&5|64&5|959&4|227&2|17&4;363&3|781&3|231&3|825&2;1218&4|318&5|173&4|161&5|145&3|515&4|56&5|127&5|64&5|959&4|227&2|17&4|363&3|781&3|231&3|825&2
230&4|931&2|173&4|62&2|228&3|294&4|1240&5|1483&5|21&3|271&2|22&4|176&2;429&5|183&4|419&2|56&4;230&4|931&2|173&4|62&2|228&3|294&4|1240&5|1483&5|21&3|271&2|22&4|176&2|429&5|183&4|419&2|56&4
1025&5|301&4|892&5|687&5|875&5|322&4|294&4|339&5|304&3|288&4|1237&3|245&4;596&2|597&4|117&4|410&5;1025&5|301&4|892&5|687&5|875&5|322&4|294&4|339&5|304&3|288&4|1237&3|245&4|596&2|597&4|117&4|410&5
1142&3|482&5|171&3|183&3|151&4|514&3|1381&3|137&2|14&3|639&3|25&2|23&5;1268&5|332&3|135&3|334&5;1142&3|482&5|171&3|183&3|151&4|514&3|1381&3|137&2|14&3|639&3|25&2|23&5|1268&5|332&3|135&3|334&5
238&5|525&4|12&5|192&5|514&3|39&3|172&4|480&5|588&4|178&4|208&5|1018&4;1188&2|72&4|1004&3|623&1;238&5|525&4|12&5|192&5|514&3|39&3|172&4|480&5|588&4|178&4|208&5|1018&4|1188&2|72&4|1004&3|623&1
250&2|678&3|294&3|300&4|346&3|288&3|751&3|298&4|323&3|324&1|272&2|325&1;1264&3|268&2|246&2|380&3;250&2|678&3|294&3|300&4|346&3|288&3|751&3|298&4|323&3|324&1|272&2|325&1|1264&3|268&2|246&2|380&3
294&1|892&1|288&4|272&5|292&3|331&3|307&4|258&5|313&5|1294&4|310&3|300&3;748&4|689&5|316&4|322&3;294&1|892&1|288&4|272&5|292&3|331&3|307&4|258&5|313&5|1294&4|310&3|300&3|748&4|689&5|316&4|322&3
1049&3|687&4|471&4|678&4|117&4|740&1|243&3|475&4|290&1|351&2|508&5|988&4;455&5|237&4|101&5|151&4;1049&3|687&4|471&4|678&4|117&4|740&1|243&3|475&4|290&1|351&2|508&5|988&4|455&5|237&4|101&5|151&4
289&5|271&5|50&5|249&5|258&5|121&4|455&4|825&4|257&5|100&3|282&5|348&3;748&2|866&4|3&5|597&1;289&5|271&5|50&5|249&5|258&5|121&4|455&4|825&4|257&5|100&3|282&5|348&3|748&2|866&4|3&5|597&1
100&4|15&4|293&3|237&4|1011&3|181&4|685&4|282&4|332&4|596&4|255&1|1012&3;281&3|595&2|411&3|291&2;100&4|15&4|293&3|237&4|1011&3|181&4|685&4|282&4|332&4|596&4|255&1|1012&3|281&3|595&2|411&3|291&2
485&4|28&3|566&4|68&1|237&3|69&4|196&3|58&3|7&3|720&3|204&4|172&5;877&1|451&4|510&5|132&5;485&4|28&3|566&4|68&1|237&3|69&4|196&3|58&3|7&3|720&3|204&4|172&5|877&1|451&4|510&5|132&5
50&5|111&4|269&4|475&4|340&4|1014&4|323&3|742&4|147&3|455&4|13&4|281&3;741&3|220&3|280&3|473&3;50&5|111&4|269&4|475&4|340&4|1014&4|323&3|742&4|147&3|455&4|13&4|281&3|741&3|220&3|280&3|473&3
644&1|68&4|180&2|65&1|208&5|105&4|198&3|1011&3|209&5|1487&1|128&5|532&1;184&5|490&3|1120&3|932&3;644&1|68&4|180&2|65&1|208&5|105&4|198&3|1011&3|209&5|1487&1|128&5|532&1|184&5|490&3|1120&3|932&3
1065&3|133&4|281&3|229&3|13&3|173&3|792&4|357&4|707&4|529&3|86&4|923&4;291&3|94&3|269&3|163&3;1065&3|133&4|281&3|229&3|13&3|173&3|792&4|357&4|707&4|529&3|86&4|923&4|291&3|94&3|269&3|163&3
496&5|199&4|655&3|518&3|200&5|837&5|228&5|423&5|494&5|436&3|193&4|117&3;230&5|258&4|403&4|434&3;496&5|199&4|655&3|518&3|200&5|837&5|228&5|423&5|494&5|436&3|193&4|117&3|230&5|258&4|403&4|434&3
303&3|257&2|503&3|216&5|487&5|183&4|223&4|304&4|464&2|21&3|462&5|182&4;467&4|501&5|173&5|213&4;303&3|257&2|503&3|216&5|487&5|183&4|223&4|304&4|464&2|21&3|462&5|182&4|467&4|501&5|173&5|213&4
117&4|294&3|628&4|1011&4|597&4|358&3|122&2|105&2|151&3|943&4|7&3|1019&4;28&4|174&4|403&3|710&4;117&4|294&3|628&4|1011&4|597&4|358&3|122&2|105&2|151&3|943&4|7&3|1019&4|28&4|174&4|403&3|710&4
201&2|234&3|5&3|200&4|443&3|656&3|675&3|665&4|56&3|447&3|358&2|672&3;635&2|413&2|441&2|145&2;201&2|234&3|5&3|200&4|443&3|656&3|675&3|665&4|56&3|447&3|358&2|672&3|635&2|413&2|441&2|145&2
484&5|605&4|520&4|306&4|474&5|483&5|510&4|582&5|1558&5|199&4|855&4|152&4;238&4|495&5|10&5|603&5;484&5|605&4|520&4|306&4|474&5|483&5|510&4|582&5|1558&5|199&4|855&4|152&4|238&4|495&5|10&5|603&5
272&5|690&5|655&4|812&5|327&1|313&5|288&4|651&4|938&1|427&4|750&3|98&3;87&1|137&1|56&2|204&3;272&5|690&5|655&4|812&5|327&1|313&5|288&4|651&4|938&1|427&4|750&3|98&3|87&1|137&1|56&2|204&3
313&2|312&3|748&3|358&1|300&2|272&3|875&1|340&4|937&2|315&1|260&1|886&1;302&5|286&4|349&4|269&4;313&2|312&3|748&3|358&1|300&2|272&3|875&1|340&4|937&2|315&1|260&1|886&1|302&5|286&4|349&4|269&4
471&4|405&4|237&5|117&3|15&5|121&3|705&5|427&5|473&3|28&5|597&3|284&3;132&5|71&5|98&5|707&5;471&4|405&4|237&5|117&3|15&5|121&3|705&5|427&5|473&3|28&5|597&3|284&3|132&5|71&5|98&5|707&5
938&3|229&5|325&3|359&3|173&5|678&3|1295&3|527&5|305&3|877&3|948&1|216&5;77&5|84&3|162&2|729&3;938&3|229&5|325&3|359&3|173&5|678&3|1295&3|527&5|305&3|877&3|948&1|216&5|77&5|84&3|162&2|729&3
332&3|873&2|334&2|321&4|288&3|319&4|268&4|258&3|988&3|302&4|872&3|286&5;301&3|325&3|245&3|880&4;332&3|873&2|334&2|321&4|288&3|319&4|268&4|258&3|988&3|302&4|872&3|286&5|301&3|325&3|245&3|880&4
174&1|1187&3|496&1|448&3|582&4|447&4|302&4|396&1|637&3|436&3|218&2|98&2;145&1|413&1|667&2|669&1;174&1|1187&3|496&1|448&3|582&4|447&4|302&4|396&1|637&3|436&3|218&2|98&2|145&1|413&1|667&2|669&1
311&4|906&5|900&4|236&5|1161&2|813&5|1017&3|150&3|340&4|13&3|50&4|246&5;1008&4|288&3|10&5|6&4;311&4|906&5|900&4|236&5|1161&2|813&5|1017&3|150&3|340&4|13&3|50&4|246&5|1008&4|288&3|10&5|6&4
210&3|258&5|271&4|360&5|356&3|354&5|362&5|328&3|300&5|361&5|324&5|359&5;294&5|264&3|260&4|358&2;210&3|258&5|271&4|360&5|356&3|354&5|362&5|328&3|300&5|361&5|324&5|359&5|294&5|264&3|260&4|358&2
144&5|315&3|56&5|687&2|1&4|358&2|479&4|288&1|271&2|208&2|750&4|150&3;508&3|50&5|298&5|742&3;144&5|315&3|56&5|687&2|1&4|358&2|479&4|288&1|271&2|208&2|750&4|150&3|508&3|50&5|298&5|742&3
1215&3|546&4|147&5|237&4|1199&5|21&4|240&5|978&4|25&5|1&5|1028&5|985&4;148&4|820&3|105&4|456&5;1215&3|546&4|147&5|237&4|1199&5|21&4|240&5|978&4|25&5|1&5|1028&5|985&4|148&4|820&3|105&4|456&5
923&3|199&3|286&3|134&5|615&5|187&3|242&4|512&1|127&4|56&4|269&4|483&5;1050&4|213&4|653&4|488&5;923&3|199&3|286&3|134&5|615&5|187&3|242&4|512&1|127&4|56&4|269&4|483&5|1050&4|213&4|653&4|488&5
197&2|196&3|709&4|1639&5|433&2|529&3|792&3|25&4|488&3|1265&1|923&4|659&4;88&2|161&1|70&3|965&4;197&2|196&3|709&4|1639&5|433&2|529&3|792&3|25&4|488&3|1265&1|923&4|659&4|88&2|161&1|70&3|965&4
735&4|87&3|137&4|181&5|471&3|566&4|1282&2|699&4|182&3|479&4|707&4|178&3;742&3|1091&4|430&5|1139&3;735&4|87&3|137&4|181&5|471&3|566&4|1282&2|699&4|182&3|479&4|707&4|178&3|742&3|1091&4|430&5|1139&3
269&4|302&4|310&3|345&4|324&3|754&3|270&3|347&5|268&5|690&3|333&3|900&4;322&3|938&3|339&3|332&3;269&4|302&4|310&3|345&4|324&3|754&3|270&3|347&5|268&5|690&3|333&3|900&4|322&3|938&3|339&3|332&3
265&5|842&4|627&4|380&4|228&4|127&3|50&5|578&4|239&4|1078&4|289&4|527&5;541&4|1411&1|373&4|1089&4;265&5|842&4|627&4|380&4|228&4|127&3|50&5|578&4|239&4|1078&4|289&4|527&5|541&4|1411&1|373&4|1089&4
275&3|221&2|269&3|222&3|1353&4|1367&5|1375&5|844&5|1097&4|100&5|50&4|276&3;127&5|7&4|919&5|253&5;275&3|221&2|269&3|222&3|1353&4|1367&5|1375&5|844&5|1097&4|100&5|50&4|276&3|127&5|7&4|919&5|253&5
744&3|270&3|204&4|272&4|275&2|462&4|475&5|197&4|209&3|173&4|98&4|498&4;22&3|150&3|127&3|419&4;744&3|270&3|204&4|272&4|275&2|462&4|475&5|197&4|209&3|173&4|98&4|498&4|22&3|150&3|127&3|419&4
692&4|191&5|131&4|758&2|65&4|24&3|1014&4|1550&3|302&3|365&4|732&4|161&3;444&4|67&4|769&1|20&2;692&4|191&5|131&4|758&2|65&4|24&3|1014&4|1550&3|302&3|365&4|732&4|161&3|444&4|67&4|769&1|20&2
137&5|275&5|237&3|252&3|50&4|281&4|100&4|127&4|515&5|125&3|294&4|222&2;21&3|290&4|471&2|405&3;137&5|275&5|237&3|252&3|50&4|281&4|100&4|127&4|515&5|125&3|294&4|222&2|21&3|290&4|471&2|405&3
222&5|410&1|237&3|1&3|597&4|181&5|358&4|405&5|50&5|748&5|13&1|596&3;328&5|260&3|151&3|471&4;222&5|410&1|237&3|1&3|597&4|181&5|358&4|405&5|50&5|748&5|13&1|596&3|328&5|260&3|151&3|471&4
262&4|310&4|302&5|269&3|872&3|286&5|995&4|313&3|321&4|304&4|272&4|258&4;1176&5|898&4|902&4|319&3;262&4|310&4|302&5|269&3|872&3|286&5|995&4|313&3|321&4|304&4|272&4|258&4|1176&5|898&4|902&4|319&3
286&3|319&3|64&3|288&5|222&4|276&4|455&4|194&4|628&2|346&4|302&5|237&4;216&3|205&4|185&3|168&4;286&3|319&3|64&3|288&5|222&4|276&4|455&4|194&4|628&2|346&4|302&5|237&4|216&3|205&4|185&3|168&4
418&5|367&4|969&5|175&5|588&5|7&4|69&5|117&3|55&5|12&5|813&5|477&3;179&4|333&4|1161&4|340&4;418&5|367&4|969&5|175&5|588&5|7&4|69&5|117&3|55&5|12&5|813&5|477&3|179&4|333&4|1161&4|340&4
269&5|690&5|300&4|315&4|898&5|893&2|286&5|678&2|240&1|289&4|310&4|990&4;871&1|1028&1|1051&3|274&3;269&5|690&5|300&4|315&4|898&5|893&2|286&5|678&2|240&1|289&4|310&4|990&4|871&1|1028&1|1051&3|274&3
299&1|333&4|301&4|303&3|313&3|340&5|680&4|305&4|342&3|346&5|347&4|334&5;1243&3|336&5|355&1|300&5;299&1|333&4|301&4|303&3|313&3|340&5|680&4|305&4|342&3|346&5|347&4|334&5|1243&3|336&5|355&1|300&5
285&4|295&3|6&5|274&3|766&3|243&2|313&4|898&1|919&5|321&3|19&5|121&4;827&2|1190&3|1335&4|118&3;285&4|295&3|6&5|274&3|766&3|243&2|313&4|898&1|919&5|321&3|19&5|121&4|827&2|1190&3|1335&4|118&3
284&3|340&2|255&3|282&4|619&4|459&4|359&3|127&4|1016&4|237&3|295&4|477&5;922&3|595&2|292&3|744&3;284&3|340&2|255&3|282&4|619&4|459&4|359&3|127&4|1016&4|237&3|295&4|477&5|922&3|595&2|292&3|744&3
194&4|214&3|582&5|286&5|212&4|50&5|181&4|515&4|310&4|523&3|431&3|660&5;191&4|357&3|204&4|169&5;194&4|214&3|582&5|286&5|212&4|50&5|181&4|515&4|310&4|523&3|431&3|660&5|191&4|357&3|204&4|169&5
358&3|245&3|294&4|143&5|181&4|183&5|329&3|174&5|204&5|514&2|127&5|748&1;121&4|924&4|845&4|9&2;358&3|245&3|294&4|143&5|181&4|183&5|329&3|174&5|204&5|514&2|127&5|748&1|121&4|924&4|845&4|9&2
688&1|690&4|264&2|340&5|304&3|321&4|990&2|261&1|286&5|325&4|311&5|242&5;988&1|305&5|245&4|307&4;688&1|690&4|264&2|340&5|304&3|321&4|990&2|261&1|286&5|325&4|311&5|242&5|988&1|305&5|245&4|307&4
428&4|357&5|451&2|1&5|129&5|211&4|663&4|282&3|430&5|325&2|12&5|685&3;399&3|29&2|716&3|436&4;428&4|357&5|451&2|1&5|129&5|211&4|663&4|282&3|430&5|325&2|12&5|685&3|399&3|29&2|716&3|436&4
303&4|23&5|790&2|590&2|403&2|686&5|161&5|549&4|242&2|28&5|668&1|793&5;765&2|400&4|442&1|801&3;303&4|23&5|790&2|590&2|403&2|686&5|161&5|549&4|242&2|28&5|668&1|793&5|765&2|400&4|442&1|801&3
744&5|268&4|288&4|286&4|307&4|296&4|100&5|222&3|242&3|508&4|740&2|303&5;150&4|458&4|676&4|127&5;744&5|268&4|288&4|286&4|307&4|296&4|100&5|222&3|242&3|508&4|740&2|303&5|150&4|458&4|676&4|127&5
315&5|750&5|348&3|312&3|258&4|305&4|331&4|347&3|900&3|887&4|269&4|345&5;690&3|264&4|333&4|329&3;315&5|750&5|348&3|312&3|258&4|305&4|331&4|347&3|900&3|887&4|269&4|345&5|690&3|264&4|333&4|329&3
284&3|132&3|151&3|136&3|321&3|813&4|1014&4|183&5|423&4|498&4|211&4|1160&3;278&1|281&3|1171&3|118&3;284&3|132&3|151&3|136&3|321&3|813&4|1014&4|183&5|423&4|498&4|211&4|1160&3|278&1|281&3|1171&3|118&3
292&3|515&5|744&3|50&3|127&4|319&3|520&4|14&4|181&3|100&4|126&3|357&4;242&4|199&4|269&4|483&3;292&3|515&5|744&3|50&3|127&4|319&3|520&4|14&4|181&3|100&4|126&3|357&4|242&4|199&4|269&4|483&3
678&1|181&2|296&4|324&3|294&3|323&1|286&4|255&1|1089&1|748&2|533&3|248&4;1388&5|515&5|532&4|293&4;678&1|181&2|296&4|324&3|294&3|323&1|286&4|255&1|1089&1|748&2|533&3|248&4|1388&5|515&5|532&4|293&4
93&4|293&4|235&4|14&4|50&5|475&5|273&4|1&4|319&4|13&4|124&2|123&4;121&2|628&4|276&5|129&4;93&4|293&4|235&4|14&4|50&5|475&5|273&4|1&4|319&4|13&4|124&2|123&4|121&2|628&4|276&5|129&4
655&3|321&3|428&5|938&3|745&3|659&5|988&1|210&4|514&5|168&2|435&5|152&3;163&3|25&5|629&5|88&3;655&3|321&3|428&5|938&3|745&3|659&5|988&1|210&4|514&5|168&2|435&5|152&3|163&3|25&5|629&5|88&3
99&2|7&3|948&1|1012&1|480&3|117&2|732&4|257&3|89&2|317&3|198&4|151&4;1400&5|1031&2|141&3|419&3;99&2|7&3|948&1|1012&1|480&3|117&2|732&4|257&3|89&2|317&3|198&4|151&4|1400&5|1031&2|141&3|419&3
185&5|747&5|1073&5|155&5|1074&5|327&5|279&5|1009&5|553&1|242&5|1148&5|183&5;563&3|218&5|860&5|370&5;185&5|747&5|1073&5|155&5|1074&5|327&5|279&5|1009&5|553&1|242&5|1148&5|183&5|563&3|218&5|860&5|370&5
744&2|134&5|132&5|443&5|615&5|475&2|224&3|319&3|582&5|451&4|514&3|318&5;496&5|211&5|503&3|8&5;744&2|134&5|132&5|443&5|615&5|475&2|224&3|319&3|582&5|451&4|514&3|318&5|496&5|211&5|503&3|8&5
660&3|234&3|423&4|742&4|407&4|208&4|403&4|97&5|228&3|727&5|1028&4|588&4;436&4|298&4|665&4|560&3;660&3|234&3|423&4|742&4|407&4|208&4|403&4|97&5|228&3|727&5|1028&4|588&4|436&4|298&4|665&4|560&3
707&5|357&4|180&4|4&5|195&3|310&5|478&4|640&4|647&5|959&4|237&3|116&4;175&4|945&4|792&4|435&4;707&5|357&4|180&4|4&5|195&3|310&5|478&4|640&4|647&5|959&4|237&3|116&4|175&4|945&4|792&4|435&4
300&3|308&4|286&5|898&4|311&5|313&3|904&5|880&3|301&4|354&5|321&1|302&3;1191&5|261&5|326&5|886&5;300&3|308&4|286&5|898&4|311&5|313&3|904&5|880&3|301&4|354&5|321&1|302&3|1191&5|261&5|326&5|886&5
3&2|455&3|244&4|689&2|125&4|813&4|892&2|1199&1|1377&4|221&5|126&4|301&5;288&1|1&1|741&1|50&4;3&2|455&3|244&4|689&2|125&4|813&4|892&2|1199&1|1377&4|221&5|126&4|301&5|288&1|1&1|741&1|50&4
326&3|312&5|591&4|975&2|597&4|245&4|678&3|471&4|340&4|260&1|291&4|237&5;1011&4|1047&4|298&3|546&3;326&3|312&5|591&4|975&2|597&4|245&4|678&3|471&4|340&4|260&1|291&4|237&5|1011&4|1047&4|298&3|546&3
181&5|378&5|186&5|252&3|313&3|97&5|338&4|750&5|151&3|154&5|100&4|231&4;739&3|596&2|273&2|365&5;181&5|378&5|186&5|252&3|313&3|97&5|338&4|750&5|151&3|154&5|100&4|231&4|739&3|596&2|273&2|365&5
688&1|105&1|96&5|451&4|692&4|154&4|153&5|85&5|238&5|201&4|648&4|932&1;449&1|265&3|554&1|233&3;688&1|105&1|96&5|451&4|692&4|154&4|153&5|85&5|238&5|201&4|648&4|932&1|449&1|265&3|554&1|233&3
22&4|1099&2|294&2|553&4|597&3|13&3|684&3|151&4|222&3|326&3|511&3|300&3;12&5|625&3|432&5|173&5;22&4|1099&2|294&2|553&4|597&3|13&3|684&3|151&4|222&3|326&3|511&3|300&3|12&5|625&3|432&5|173&5
751&3|307&4|288&5|879&3|313&5|269&5|336&3|340&4|245&4|895&5|272&5|898&5;349&1|353&1|343&3|358&2;751&3|307&4|288&5|879&3|313&5|269&5|336&3|340&4|245&4|895&5|272&5|898&5|349&1|353&1|343&3|358&2
1522&3|742&3|977&3|582&2|121&2|144&4|161&3|191&2|318&4|488&4|77&2|172&3;216&4|428&3|291&3|88&3;1522&3|742&3|977&3|582&2|121&2|144&4|161&3|191&2|318&4|488&4|77&2|172&3|216&4|428&3|291&3|88&3
510&4|627&4|343&5|1091&3|588&4|101&5|271&4|190&3|313&5|946&3|195&5|748&4;810&3|779&3|665&5|53&5;510&4|627&4|343&5|1091&3|588&4|101&5|271&4|190&3|313&5|946&3|195&5|748&4|810&3|779&3|665&5|53&5
169&5|474&3|7&4|270&4|286&4|209&3|191&4|480&4|507&2|9&5|174&4|509&4;25&4|1117&3|508&4|370&3;169&5|474&3|7&4|270&4|286&4|209&3|191&4|480&4|507&2|9&5|174&4|509&4|25&4|1117&3|508&4|370&3
299&3|880&3|79&4|526&4|746&4|527&3|83&4|358&3|1039&4|405&3|50&4|496&4;205&4|33&2|742&4|185&4;299&3|880&3|79&4|526&4|746&4|527&3|83&4|358&3|1039&4|405&3|50&4|496&4|205&4|33&2|742&4|185&4
217&2|934&3|282&4|82&5|692&4|64&4|168&4|98&4|924&2|483&5|158&3|238&3;734&3|401&3|70&4|63&4;217&2|934&3|282&4|82&5|692&4|64&4|168&4|98&4|924&2|483&5|158&3|238&3|734&3|401&3|70&4|63&4
328&4|326&4|301&3|300&3|292&4|258&2|896&5|307&3|313&4|315&5|302&3|345&4;79&5|528&5|322&4|286&4;328&4|326&4|301&3|300&3|292&4|258&2|896&5|307&3|313&4|315&5|302&3|345&4|79&5|528&5|322&4|286&4
272&4|301&4|269&3|345&4|750&4|340&4|752&3|270&3|754&3|286&4|300&4|891&3;332&2|339&3|86&5|288&3;272&4|301&4|269&3|345&4|750&4|340&4|752&3|270&3|754&3|286&4|300&4|891&3|332&2|339&3|86&5|288&3
328&2|218&3|672&2|895&2|294&2|335&4|455&2|860&2|448&3|872&4|117&2|441&2;281&1|982&2|743&1|1034&1;328&2|218&3|672&2|895&2|294&2|335&4|455&2|860&2|448&3|872&4|117&2|441&2|281&1|982&2|743&1|1034&1
269&3|845&3|744&4|310&3|347&4|306&4|125&4|298&4|304&4|245&4|290&2|111&3;286&5|300&5|750&5|333&5;269&3|845&3|744&4|310&3|347&4|306&4|125&4|298&4|304&4|245&4|290&2|111&3|286&5|300&5|750&5|333&5
228&4|1411&2|152&4|384&3|476&3|869&2|525&5|425&4|418&4|430&4|15&3|124&4;250&4|1509&1|809&2|1089&1;228&4|1411&2|152&4|384&3|476&3|869&2|525&5|425&4|418&4|430&4|15&3|124&4|250&4|1509&1|809&2|1089&1
1065&4|134&5|324&4|321&4|325&2|294&2|132&5|64&5|707&3|319&3|288&4|133&5;603&5|481&5|520&5|12&5;1065&4|134&5|324&4|321&4|325&2|294&2|132&5|64&5|707&3|319&3|288&4|133&5|603&5|481&5|520&5|12&5
131&4|430&4|195&4|86&4|228&4|729&4|408&5|655&4|134&4|186&4|141&4|8&4;204&5|239&4|257&4|455&4;131&4|430&4|195&4|86&4|228&4|729&4|408&5|655&4|134&4|186&4|141&4|8&4|204&5|239&4|257&4|455&4
117&4|64&5|260&2|25&4|473&3|509&4|710&3|9&2|319&1|924&3|294&3|928&3;181&4|603&4|182&5|180&4;117&4|64&5|260&2|25&4|473&3|509&4|710&3|9&2|319&1|924&3|294&3|928&3|181&4|603&4|182&5|180&4
69&4|661&4|713&4|632&4|1012&2|143&2|286&3|22&4|10&4|427&4|179&4|134&4;478&4|176&3|519&4|507&5;69&4|661&4|713&4|632&4|1012&2|143&2|286&3|22&4|10&4|427&4|179&4|134&4|478&4|176&3|519&4|507&5
79&5|45&5|676&3|164&4|89&5|31&4|216&5|160&4|111&3|287&4|137&5|105&3;623&3|98&5|739&4|775&3;79&5|45&5|676&3|164&4|89&5|31&4|216&5|160&4|111&3|287&4|137&5|105&3|623&3|98&5|739&4|775&3
448&4|332&2|588&3|229&2|7&5|96&5|184&4|89&4|28&4|227&4|443&4|176&5;800&4|672&3|665&3|288&5;448&4|332&2|588&3|229&2|7&5|96&5|184&4|89&4|28&4|227&4|443&4|176&5|800&4|672&3|665&3|288&5
